Time,Profle,PWM,bus1dev1,bus1dev0,PlateAverage,error
133.137516,42.465509555555556,0.0053933516802916245,22.0,22.5,22.25,20.215509555555556
133.545079,42.47305701851852,0.005463414563119137,21.75,22.5,22.125,20.348057018518517
133.949806,42.48055196296296,0.005500663926172526,21.75,22.5,22.125,20.355551962962963
134.358032,42.4881117037037,0.005538326729545141,21.75,22.5,22.125,20.3631117037037
134.766448,42.495674962962966,0.005576197594165311,21.75,22.5,22.125,20.370674962962966
135.173979,42.503221833333335,0.005580124973229245,22.0,22.5,22.25,20.253221833333335
135.581548,42.51076940740741,0.0056520374584595875,21.75,22.5,22.125,20.38576940740741
135.989337,42.51832105555555,0.005687715244369899,21.75,22.5,22.125,20.393321055555553
136.71696,42.531795555555554,0.0056956846202117,22.0,22.5,22.25,20.281795555555554
137.126819,42.539385537037035,0.005797408595798223,21.75,22.5,22.125,20.414385537037035
137.533588,42.5469182962963,0.005800903938726435,22.0,22.5,22.25,20.296918296296298
137.942046,42.55448233333333,0.005874979303011558,21.75,22.5,22.125,20.429482333333333
138.349206,42.56202233333333,0.005878392684427224,22.0,22.5,22.25,20.31202233333333
